lattice parameter, energy
1.785895298432811, -2.6860834475045943
1.7861620540180059, -2.688054338461939
1.786428809603201, -2.6900215342682943
1.786695565188396, -2.691985039519461
1.7869623207735912, -2.6939448588123014
1.7872290763587861, -2.695900996744
1.7874958319439813, -2.6978534579124935
1.7877625875291763, -2.699802246919284
1.7880293431143714, -2.7017473683674837
1.7882960986995664, -2.7036888268592585
1.7885628542847616, -2.7056266269446017
1.7888296098699565, -2.7075607731010365
1.7890963654551517, -2.709491269798879
1.7893631210403467, -2.711418121507242
1.7896298766255418, -2.7133413326954083
1.7898966322107368, -2.715260907832853
1.790163387795932, -2.717176851388664
1.790430143381127, -2.7190891678304645
1.7906968989663221, -2.7209978616259107
1.790963654551517, -2.722902937229509
1.7912304101367122, -2.7248043990837743
1.7914971657219072, -2.7267022516311337
1.7917639213071024, -2.728596499314301
1.7920306768922973, -2.730487146575833
1.7922974324774925, -2.732374197854842
1.7925641880626875, -2.7342576575891306
1.7928309436478826, -2.7361375302161646
1.7930976992330776, -2.7380138201624766
1.7933644548182728, -2.739886531845612
1.7936312104034677, -2.7417556696830383
1.793897965988663, -2.7436212380924827
1.7941647215738579, -2.745483241491959
1.794431477159053, -2.7473416842998475
1.794698232744248, -2.7491965709354518
1.7949649883294432, -2.7510479058191315
1.7952317439146381, -2.7528956933712387
1.7954984994998333, -2.754739938009698
1.7957652550850283, -2.7565806441513745
1.7960320106702234, -2.7584178162133997
1.7962987662554184, -2.7602514586132187
1.7965655218406136, -2.7620815757686934
1.7968322774258085, -2.7639081720988767
1.7970990330110037, -2.7657312520233837
1.7973657885961987, -2.7675508199568744
1.7976325441813938, -2.769366880258653
1.7978992997665888, -2.7711794372540197
1.798166055351784, -2.7729884952592476
1.798432810936979, -2.774794058576412
1.798699566522174, -2.7765961315042715
1.798966322107369, -2.7783947183418327
1.7992330776925642, -2.7801898233884326
1.7994998332777592, -2.7819814509436798
1.7997665888629544, -2.7837696053076857
1.8000333444481493, -2.785554290781194
1.8003001000333443, -2.78733551166526
1.8005668556185395, -2.7891132722609377
1.8008336112037346, -2.7908875768696597
1.8011003667889296, -2.792658429793366
1.8013671223741246, -2.7944258353342617
1.8016338779593197, -2.796189797793759
1.801900633544515, -2.797950321461764
1.8021673891297099, -2.7997074105768287
1.8024341447149048, -2.8014610693576696
1.8027009003001, -2.803211302023695
1.802967655885295, -2.804958112795393
1.8032344114704901, -2.806701505893594
1.803501167055685, -2.808441485539437
1.8037679226408803, -2.810178055954322
1.8040346782260752, -2.8119112213598814
1.8043014338112704, -2.813640985978378
1.8045681893964653, -2.815367354032949
1.8048349449816605, -2.817090329747056
1.8051017005668555, -2.8188099173426173
1.8053684561520507, -2.8205261210407704
1.8056352117372456, -2.8222389450489667
1.8059019673224408, -2.8239483935598764
1.8061687229076357, -2.8256544707647837
1.806435478492831, -2.8273571808458704
1.8067022340780259, -2.829056527948644
1.806968989663221, -2.830752516210439
1.807235745248416, -2.832445149769044
1.8075025008336112, -2.834134432762549
1.8077692564188061, -2.8358203693292823
1.8080360120040013, -2.8375029636064184
1.8083027675891963, -2.8391822197287215
1.8085695231743915, -2.8408581418324204
1.8088362787595864, -2.842530734055888
1.8091030343447816, -2.8442000005388963
1.8093697899299765, -2.8458659454214885
1.8096365455151717, -2.847528572843963
1.8099033011003667, -2.8491878869468406
1.8101700566855619, -2.8508438918708796
1.8104368122707568, -2.8524965917570575
1.810703567855952, -2.854145990746934
1.810970323441147, -2.855792092967074
1.8112370790263421, -2.8574349025021473
1.811503834611537, -2.859074423427733
1.8117705901967323, -2.860710659819359
1.8120373457819272, -2.862343615752744
1.8123041013671224, -2.863973295303815
1.8125708569523173, -2.8655997025488005
1.8128376125375125, -2.8672228415649124
1.8131043681227075, -2.8688427164228827
1.8133711237079027, -2.870459331178672
1.8136378792930976, -2.8720726898840105
1.8139046348782928, -2.873682796588665
1.8141713904634877, -2.8752896553425704
1.814438146048683, -2.876893270194678
1.8147049016338779, -2.878493645192842
1.814971657219073, -2.8800907843859083
1.815238412804268, -2.881684691822702
1.8155051683894632, -2.8832753715222688
1.8157719239746581, -2.8848628274549926
1.8160386795598533, -2.8864470635871493
1.8163054351450483, -2.888028083886107
1.8165721907302435, -2.889605892319885
1.8168389463154384, -2.8911804928574467
1.8171057019006336, -2.8927518894685744
1.8173724574858285, -2.8943200861232103
1.8176392130710237, -2.895885086789314
1.8179059686562187, -2.897446895433444
1.8181727242414139, -2.8990055160226262
1.8184394798266088, -2.9005609525241365
1.818706235411804, -2.9021132089072896
1.818972990996999, -2.9036622891465793
1.8192397465821941, -2.905208197217573
1.819506502167389, -2.9067509370960356
1.8197732577525843, -2.9082905127570076
1.8200400133377792, -2.909826928151185
1.8203067689229742, -2.911360187202983
1.8205735245081693, -2.912890293835409
1.8208402800933645, -2.9144172519595015
1.8211070356785595, -2.915941065469732
1.8213737912637544, -2.9174617382544086
1.8216405468489496, -2.918979274195726
1.8219073024341448, -2.9204936771758145
1.8221740580193397, -2.922004951077459
1.8224408136045347, -2.9235130997849583
1.8227075691897299, -2.925018127183326
1.8229743247749248, -2.9265200371586837
1.82324108036012, -2.928018833597625
1.823507835945315, -2.929514520387005
1.8237745915305101, -2.931007101414176
1.824041347115705, -2.9324965805684906
1.8243081027009003, -2.9339829617378785
1.8245748582860952, -2.935466248775041
1.8248416138712904, -2.936946445508206
1.8251083694564854, -2.93842355576592
1.8253751250416805, -2.9398975833770296
1.8256418806268755, -2.9413685321706686
1.8259086362120707, -2.9428364059762098
1.8261753917972656, -2.944301208623241
1.8264421473824608, -2.945762943942143
1.8267089029676558, -2.9472216157666127
1.826975658552851, -2.9486772279326803
1.827242414138046, -2.950129784273493
1.827509169723241, -2.9515792886206498
1.827775925308436, -2.9530257448059554
1.8280426808936312, -2.954469156661403
1.8283094364788262, -2.955909528019185
1.8285761920640213, -2.957346862708484
1.8288429476492163, -2.958781164537227
1.8291097032344115, -2.960212437262918
1.8293764588196064, -2.9616406846170715
1.8296432144048016, -2.9630659103306396
1.8299099699899966, -2.9644881181348257
1.8301767255751917, -2.9659073117608625
1.8304434811603867, -2.9673234949386793
1.8307102367455819, -2.9687366713979673
1.8309769923307768, -2.9701468448695096
1.831243747915972, -2.9715540190851937
1.831510503501167, -2.972958197778061
1.8317772590863621, -2.9743593846852785
1.832044014671557, -2.975757583547857
1.8323107702567523, -2.9771527981071926
1.8325775258419472, -2.978545032104921
1.8328442814271424, -2.979934289283384
1.8331110370123374, -2.981320573385843
1.8333777925975325, -2.982703888145522
1.8336445481827275, -2.9840842372466363
1.8339113037679227, -2.9854616243590177
1.8341780593531176, -2.9868360531524036
1.8344448149383128, -2.9882075272943838
1.8347115705235078, -2.9895760504518463
1.834978326108703, -2.990941626292661
1.8352450816938979, -2.992304258485222
1.835511837279093, -2.9936639506981755
1.835778592864288, -2.99502070660099
1.8360453484494832, -2.9963745298639166
1.8363121040346781, -2.997725424157439
1.8365788596198733, -2.999073393148086
1.8368456152050683, -3.000418440481527
1.8371123707902635, -3.001760569797939
1.8373791263754584, -3.0030997847379837
1.8376458819606536, -3.004436088942607
1.8379126375458485, -3.0057694860446245
1.8381793931310437, -3.007099979652153
1.8384461487162387, -3.008427573369014
1.8387129043014339, -3.0097522707993716
1.8389796598866288, -3.011074075548348
1.8392464154718238, -3.012392991221693
1.839513171057019, -3.013709021425343
1.8397799266422141, -3.0150221697649204
1.840046682227409, -3.016332439845068
1.840313437812604, -3.017639835271249
1.8405801933977992, -3.018944359649646
1.8408469489829944, -3.0202460165869867
1.8411137045681893, -3.0215448096909183
1.8413804601533843, -3.0228407425694357
1.8416472157385795, -3.0241338188307405
1.8419139713237747, -3.0254240420832894
1.8421807269089696, -3.0267114159357567
1.8424474824941646, -3.0279959439724937
1.8427142380793597, -3.029277629731155
1.842980993664555, -3.0305564767433277
1.8432477492497499, -3.031832488537603
1.8435145048349448, -3.0331056686423086
1.84378126042014, -3.0343760205859986
1.8440480160053352, -3.0356435478974566
1.8443147715905301, -3.03690825410568
1.844581527175725, -3.0381701427397947
1.8448482827609203, -3.0394292173219988
1.8451150383461152, -3.0406854813606783
1.8453817939313104, -3.0419389383629176
1.8456485495165054, -3.0431895918361134
1.8459153051017005, -3.0444374452879566
1.8461820606868955, -3.0456825022256964
1.8464488162720907, -3.046924766155655
1.8467155718572856, -3.048164240583624
1.8469823274424808, -3.0494009289912367
1.8472490830276758, -3.0506348348299936
1.847515838612871, -3.0518659615508428
1.847782594198066, -3.05309431260515
1.848049349783261, -3.0543198914445484
1.848316105368456, -3.0555427015208894
1.8485828609536512, -3.05676274628627
1.8488496165388462, -3.057980029193231
1.8491163721240413, -3.059194553695413
1.8493831277092363, -3.0604063232460996
1.8496498832944315, -3.061615341296937
1.8499166388796264, -3.0628216112989435
1.8501833944648216, -3.0640251367025817
1.8504501500500166, -3.0652259209584716
1.8507169056352117, -3.066423967517473
1.8509836612204067, -3.067619279831151
1.8512504168056019, -3.0688118613503614
1.8515171723907968, -3.0700017155020722
1.851783927975992, -3.071188845693425
1.852050683561187, -3.0723732553311414
1.8523174391463821, -3.0735549478221555
1.852584194731577, -3.074733926572512
1.8528509503167723, -3.0759101949870704
1.8531177059019672, -3.077083756467055
1.8533844614871624, -3.078254614394467
1.8536512170723574, -3.0794227721464678
1.8539179726575525, -3.08058823310123
1.8541847282427475, -3.081751000637332
1.8544514838279427, -3.0829110781336397
1.8547182394131376, -3.084068468969316
1.8549849949983328, -3.0852231765243983
1.8552517505835278, -3.086375204180053
1.855518506168723, -3.087524555317758
1.855785261753918, -3.0886712333130357
1.856052017339113, -3.0898152414960243
1.856318772924308, -3.0909565831727854
1.8565855285095032, -3.092095261649407
1.8568522840946982, -3.093231280232376
1.8571190396798933, -3.094364642229082
1.8573857952650883, -3.095495350947329
1.8576525508502835, -3.096623409695108
1.8579193064354784, -3.097748821780518
1.8581860620206736, -3.098871590512296
1.8584528176058686, -3.0999917192001347
1.8587195731910637, -3.10110921115393
1.8589863287762587, -3.102224069682736
1.8592530843614539, -3.103336298095374
1.8595198399466488, -3.104445899700882
1.859786595531844, -3.1055528778085115
1.860053351117039, -3.1066572357277273
1.860320106702234, -3.107758976765683
1.860586862287429, -3.1088581042127204
1.8608536178726243, -3.109954621353335
1.8611203734578192, -3.1110485314728535
1.8613871290430142, -3.1121398378570224
1.8616538846282094, -3.113228543787449
1.8619206402134045, -3.114314652529244
1.8621873957985995, -3.1153981673409117
1.8624541513837944, -3.1164790914796883
1.8627209069689896, -3.1175574282035474
1.8629876625541848, -3.1186331807712735
1.8632544181393798, -3.1197063524423556
1.8635211737245747, -3.1207769464765924
1.8637879293097699, -3.12184496613406
1.864054684894965, -3.1229104146751205
1.86432144048016, -3.123973295360397
1.864588196065355, -3.1250336114507817
1.8648549516505502, -3.1260913661881182
1.865121707235745, -3.1271465627467094
1.8653884628209403, -3.1281992042860574
1.8656552184061352, -3.129249293967018
1.8659219739913304, -3.1302968349509768
1.8661887295765254, -3.1313418303995393
1.8664554851617206, -3.1323842834745443
1.8667222407469155, -3.133424197338038
1.8669889963321107, -3.134461575152625
1.8672557519173056, -3.135496420082328
1.8675225075025008, -3.1365287352919013
1.8677892630876958, -3.1375585239463417
1.868056018672891, -3.138585789210783
1.868322774258086, -3.1396105342498286
1.868589529843281, -3.140632762225137
1.868856285428476, -3.141652476297637
1.8691230410136712, -3.142669679629032
1.8693897965988662, -3.143684375384979
1.8696565521840613, -3.1446965667391185
1.8699233077692563, -3.1457062568663288
1.8701900633544515, -3.146713448941403
1.8704568189396464, -3.1477181461277106
1.8707235745248416, -3.1487203515730164
1.8709903301100366, -3.149720068424471
1.8712570856952317, -3.1507172998300366
1.8715238412804267, -3.151712048937891
1.8717905968656219, -3.1527043188962014
1.8720573524508168, -3.1536941128535307
1.872324108036012, -3.154681433958719
1.872590863621207, -3.1556662853608626
1.8728576192064021, -3.156648670209391
1.873124374791597, -3.157628591654884
1.8733911303767923, -3.15860605285028
1.8736578859619872, -3.1595810569484244
1.8739246415471824, -3.160553607057564
1.8741913971323774, -3.161523706220767
1.8744581527175725, -3.1624913574761697
1.8747249083027675, -3.163456563861397
1.8749916638879627, -3.164419328412319
1.8752584194731576, -3.1653796541651813
1.8755251750583528, -3.1663375441565322
1.8757919306435478, -3.167293001422848
1.876058686228743, -3.168246029000331
1.876325441813938, -3.169196629926175
1.876592197399133, -3.170144807238295
1.876858952984328, -3.171090563974681
1.8771257085695232, -3.1720339031738427
1.8773924641547182, -3.1729748278749543
1.8776592197399133, -3.1739133411174025
1.8779259753251083, -3.174849445939571
1.8781927309103035, -3.1757831453771597
1.8784594864954984, -3.1767144424616722
1.8787262420806936, -3.1776433402210023
1.8789929976658886, -3.1785698416832457
1.8792597532510837, -3.179493949872408
1.8795265088362787, -3.180415667794961
1.8797932644214739, -3.1813349984535266
1.8800600200066688, -3.1822519448510005
1.8803267755918638, -3.183166509990562
1.880593531177059, -3.1840786968759107
1.8808602867622541, -3.1849885085118324
1.881127042347449, -3.1858959479038504
1.881393797932644, -3.18680101805786
1.8816605535178392, -3.187703721979994
1.8819273091030344, -3.1886040626766445
1.8821940646882294, -3.1895020431544605
1.8824608202734243, -3.1903976664203375
1.8827275758586195, -3.191290935478019
1.8829943314438147, -3.1921818532925474
1.8832610870290096, -3.1930704228047673
1.8835278426142046, -3.1939566469558485
1.8837945981993998, -3.1948405286884602
1.884061353784595, -3.195722070945747
1.88432810936979, -3.196601276669278
1.8845948649549848, -3.1974781487983406
1.88486162054018, -3.1983526902722876
1.885128376125375, -3.199224904031391
1.8853951317105702, -3.2000947930172075
1.8856618872957651, -3.200962360171589
1.8859286428809603, -3.201827608436599
1.8861953984661552, -3.2026905407544715
1.8864621540513504, -3.2035511600675877
1.8867289096365454, -3.204409469318521
1.8869956652217406, -3.205265471450154
1.8872624208069355, -3.206119169401808
1.8875291763921307, -3.206970566083686
1.8877959319773256, -3.207819664393331
1.8880626875625208, -3.208666467228383
1.8883294431477158, -3.209510977483037
1.888596198732911, -3.210353198033291
1.888862954318106, -3.2111931317503957
1.889129709903301, -3.2120307815068356
1.889396465488496, -3.212866150175822
1.8896632210736912, -3.2136992406313327
1.8899299766588862, -3.2145300557482295
1.8901967322440814, -3.215358598401671
1.8904634878292763, -3.21618487146702
1.8907302434144715, -3.2170088778187003
1.8909969989996664, -3.2178306203304454
1.8912637545848616, -3.21865010187689
1.8915305101700566, -3.2194673253341217
1.8917972657552518, -3.220282293570896
1.8920640213404467, -3.2210950094227333
1.8923307769256419, -3.2219054757166314
1.8925975325108368, -3.2227136952798308
1.892864288096032, -3.2235196709398073
1.893131043681227, -3.2243234055245553
1.8933977992664222, -3.2251249018627215
1.893664554851617, -3.2259241627830284
1.8939313104368123, -3.2267211911122016
1.8941980660220072, -3.2275159896762466
1.8944648216072024, -3.228308561301856
1.8947315771923974, -3.229098908815941
1.8949983327775926, -3.2298870350456985
1.8952650883627875, -3.230672942818992
1.8955318439479827, -3.231456634964082
1.8957985995331776, -3.232238114309428
1.8960653551183728, -3.2330173836836655
1.8963321107035678, -3.2337944459031798
1.896598866288763, -3.2345693037526253
1.896865621873958, -3.235341960012609
1.897132377459153, -3.23611241746394
1.897399133044348, -3.2368806788878843
1.8976658886295432, -3.23764674706077
1.8979326442147382, -3.238410624740616
1.8981993997999334, -3.239172314681554
1.8984661553851283, -3.2399318196380738
1.8987329109703235, -3.2406891423656936
1.8989996665555184, -3.2414442856207106
1.8992664221407136, -3.2421972521606572
1.8995331777259086, -3.242948044743851
1.8997999333111038, -3.24369666612889
1.9000666888962987, -3.2444431190741785
1.9003334444814937, -3.2451874063353845
1.9006002000666888, -3.2459295306670004
1.900866955651884, -3.2466694948098014
1.901133711237079, -3.2474073014812475
1.901400466822274, -3.248142953397172
1.901667222407469, -3.248876453273872
1.9019339779926643, -3.249607803828605
1.9022007335778592, -3.2503370077790907
1.9024674891630542, -3.25106406784326
1.9027342447482494, -3.2517889867392937
1.9030010003334445, -3.2525117671857675
